"","word","value"
"5760","kinder",0.6
"5761","kindliness",1
"5762","kindly",0.5
"5763","kindness",0.5
"5764","kindred",0.8
"5765","king",0.1
"5766","kiss",0.5
"5767","kitten",0.1
"5768","knack",0.6
"5769","knave",-0.8
"5770","knell",-0.5
"5771","knife",-0.4
"5772","knight",0.6
"5773","knighted",0.6
"5774","knotted",-0.25
"5775","knowing",0.6
"5776","knowledge",0.6
"5777","knowledgeable",0.6
"5778","knuckled",-0.4
"5779","kook",-0.25
"5780","kooky",-0.25
"5781","labor",-0.4
"5782","labored",-0.6
"5783","laborious",-0.8
"5784","labors",-0.25
"5785","labyrinth",-0.25
"5786","labyrinths",-0.4
"5787","lack",-0.75
"5788","lackadaisical",-0.75
"5789","lacked",-0.5
"5790","lackey",-0.25
"5791","lackeys",-0.25
"5792","lacking",-0.75
"5793","lackluster",-0.5
"5794","lacks",-0.25
"5795","laden",-0.25
"5796","lag",-0.75
"5797","lagged",-0.5
"5798","lagging",-0.75
"5799","lags",-0.5
"5800","laidoff",-0.6
"5801","lair",-0.25
"5802","lambaste",-0.8
"5803","lame",-0.5
"5804","lameduck",-0.25
"5805","lament",-0.75
"5806","lamentable",-1
"5807","lamentably",-1
"5808","lamenting",-1
"5809","lanced",-0.25
"5810","landfill",-0.6
"5811","landfills",-0.6
"5812","landmark",0.25
"5813","landslide",-0.25
"5814","languid",-0.5
"5815","languish",-0.5
"5816","languishing",-0.8
"5817","languor",-0.1
"5818","languorous",-0.1
"5819","languorously",-0.1
"5820","lanky",-0.5
"5821","lapse",-0.5
"5822","lapsed",-0.4
"5823","lapses",-0.4
"5824","larceny",-1
"5825","lascivious",-0.8
"5826","lashed",-0.8
"5827","late",-0.25
"5828","latency",-0.25
"5829","lateness",-0.25
"5830","latent",-0.25
"5831","latrines",-0.6
"5832","laudable",0.5
"5833","laugh",0.5
"5834","laughable",-0.5
"5835","laughably",-0.25
"5836","laughed",0.8
"5837","laughing",0.6
"5838","laughingstock",-0.8
"5839","laughs",0.8
"5840","laughter",0.8
"5841","launch",-0.1
"5842","launched",0.25
"5843","laureate",0.8
"5844","lava",-0.25
"5845","lavish",0.5
"5846","lavishly",0.6
"5847","lawabiding",1
"5848","lawbreaker",-0.8
"5849","lawbreaking",-0.8
"5850","lawful",0.25
"5851","lawfully",0.8
"5852","lawless",-1
"5853","lawlessness",-0.5
"5854","lawsuit",-0.5
"5855","lawsuits",-0.6
"5856","lawyer",-0.25
"5857","lawyered",-0.6
"5858","lawyerly",-0.4
"5859","laxative",-0.6
"5860","layoff",-1
"5861","laziness",-1
"5862","lazy",-0.75
"5863","lead",0.25
"5864","leaden",-0.25
"5865","leader",0.25
"5866","leading",0.25
"5867","leads",0.4
"5868","league",0.25
"5869","leak",-0.75
"5870","leakage",-0.5
"5871","leakages",-0.8
"5872","leaked",-0.5
"5873","leaking",-0.5
"5874","leaks",-0.5
"5875","leaky",-0.75
"5876","lean",0.6
"5877","learn",0.8
"5878","learning",0.8
"5879","leave",-0.25
"5880","lech",-0.6
"5881","lecher",-1
"5882","lecherous",-1
"5883","lechery",-1
"5884","led",0.4
"5885","leech",-0.5
"5886","leeches",-0.6
"5887","leer",-0.5
"5888","leery",-1
"5889","leeway",0.4
"5890","legacy",0.6
"5891","legal",0.25
"5892","legalized",0.6
"5893","legally",0.8
"5894","legendary",0.75
"5895","legibility",0.8
"5896","legible",0.5
"5897","legitimate",0.8
"5898","leisure",0.8
"5899","leisurely",0.8
"5900","lengthy",-0.25
"5901","lenient",0.5
"5902","lepers",-0.6
"5903","leprosy",-1
"5904","lesbian",-0.25
"5905","lessdeveloped",-0.25
"5906","lessen",-0.25
"5907","lessened",-0.25
"5908","lesser",-0.25
"5909","lesserknown",-0.25
"5910","lesson",0.4
"5911","lethal",-0.5
"5912","lethargic",-0.5
"5913","lethargy",-0.75
"5914","leukemia",-0.5
"5915","level",0.4
"5916","leveled",-0.25
"5917","leverage",0.25
"5918","levity",0.25
"5919","levy",-0.25
"5920","lewd",-0.75
"5921","lewdly",-1
"5922","lewdness",-1
"5923","liability",-0.5
"5924","liable",-0.25
"5925","liar",-1
"5926","liars",-0.5
"5927","libel",-0.8
"5928","libelous",-0.8
"5929","liberate",0.5
"5930","liberated",0.8
"5931","liberation",0.5
"5932","liberty",0.5
"5933","library",0.6
"5934","licentious",-1
"5935","licentiously",-1
"5936","licentiousness",-1
"5937","lie",-0.5
"5938","lied",-0.5
"5939","lier",-0.8
"5940","lies",-1
"5941","lifeblood",0.25
"5942","lifeless",-0.75
"5943","lifesaver",0.5
"5944","lifethreatening",-1
"5945","lighten",0.25
"5946","lighter",0.4
"5947","lighthearted",0.8
"5948","lighthouse",0.6
"5949","lightness",0.6
"5950","likable",0.5
"5951","like",0.5
"5952","liked",0.5
"5953","likes",0.5
"5954","liking",0.5
"5955","lilting",0.4
"5956","limit",-0.25
"5957","limitation",-0.5
"5958","limitations",-0.25
"5959","limited",-0.75
"5960","limits",-0.25
"5961","limp",-0.5
"5962","limped",-0.8
"5963","limping",-0.8
"5964","linchpin",-0.25
"5965","lingering",-0.4
"5966","lingers",-0.4
"5967","lint",-0.25
"5968","lion",0.1
"5969","lionhearted",0.8
"5970","listless",-0.75
"5971","listlessness",-0.8
"5972","lithe",0.25
"5973","litigant",-0.4
"5974","litigate",-0.4
"5975","litigation",-0.5
"5976","litigious",-0.75
"5977","litter",-0.6
"5978","lively",0.75
"5979","livid",-0.75
"5980","lividly",-0.4
"5981","loaf",-0.25
"5982","loafer",-0.25
"5983","loafing",-0.25
"5984","loath",-0.5
"5985","loathe",-0.75
"5986","loathed",-1
"5987","loathes",-1
"5988","loathing",-1
"5989","loathsome",-0.5
"5990","loathsomely",-1
"5991","lobbyist",-0.25
"5992","lockup",-0.6
"5993","locust",-0.6
"5994","locusts",-0.25
"5995","lofty",-0.25
"5996","logical",0.5
"5997","lolls",-0.25
"5998","lone",-0.25
"5999","loneliest",-1
"6000","loneliness",-0.75
"6001","lonely",-0.75
"6002","loner",-0.5
"6003","lonesome",-0.75
"6004","longevity",0.8
"6005","longing",-0.25
"6006","longingly",-0.25
"6007","longlasting",0.6
"6008","longs",-0.25
"6009","longwinded",-0.4
"6010","loom",-0.5
"6011","loomed",-0.6
"6012","looming",-0.6
"6013","looms",-0.4
"6014","loon",-0.25
"6015","loony",-0.6
"6016","loophole",-0.25
"6017","loopholes",-0.25
"6018","loose",-0.25
"6019","loot",-0.5
"6020","looters",-0.8
"6021","lopsided",-0.6
"6022","lordship",0.4
"6023","lorn",-0.8
"6024","lose",-0.25
"6025","loser",-0.5
"6026","losers",-1
"6027","loses",-1
"6028","losing",-0.75
"6029","loss",-0.75
"6030","losses",-0.8
"6031","lost",-0.75
"6032","loud",-0.25
"6033","louder",-0.25
"6034","loudmouthed",-0.8
"6035","louse",-0.8
"6036","lousy",-1
"6037","lovable",0.75
"6038","lovably",1
"6039","love",0.75
"6040","loved",0.5
"6041","loveless",-0.6
"6042","lovelies",1
"6043","loveliness",1
"6044","lovelorn",-0.25
"6045","lovely",0.75
"6046","lovemaking",0.5
"6047","lover",0.5
"6048","lovers",0.25
"6049","loves",1
"6050","loving",0.75
"6051","lowcost",0.8
"6052","lowerpriced",0.8
"6053","lowest",-0.75
"6054","lowly",-0.5
"6055","lowprice",0.8
"6056","lowpriced",0.8
"6057","lowrated",-0.25
"6058","lowrisk",0.8
"6059","loyal",1
"6060","loyalty",0.75
"6061","lucid",0.25
"6062","lucidly",0.25
"6063","luck",0.75
"6064","luckier",0.5
"6065","luckiest",1
"6066","luckily",0.5
"6067","luckiness",1
"6068","lucky",0.75
"6069","lucrative",1
"6070","ludicrous",-0.75
"6071","ludicrously",-0.8
"6072","lugubrious",-0.5
"6073","lukewarm",-0.25
"6074","lullaby",0.8
"6075","lumbering",-0.25
"6076","luminesced",0.4
"6077","luminous",0.5
"6078","lumpy",-0.5
"6079","lunacy",-0.8
"6080","lunatic",-0.75
"6081","lunatics",-1
"6082","lunged",-0.4
"6083","lurch",-0.5
"6084","lurched",-0.8
"6085","lurches",-0.8
"6086","lure",-0.5
"6087","lured",-0.25
"6088","lurid",-0.75
"6089","lurk",-0.75
"6090","lurking",-1
"6091","lurks",-0.8
"6092","luscious",0.5
"6093","lush",0.1
"6094","lust",-0.25
"6095","luster",0.5
"6096","lustful",-0.25
"6097","lustrous",0.5
"6098","luxuriant",0.5
"6099","luxuriate",0.8
"6100","luxuries",0.8
"6101","luxurious",0.75
"6102","luxuriously",0.8
"6103","luxury",0.5
"6104","lying",-0.5
"6105","lyre",0.4
"6106","lyrical",0.5
"6107","macabre",-1
"6108","mace",-0.6
"6109","machiavellian",-1
"6110","mad",-0.75
"6111","maddening",-0.5
"6112","maddeningly",-1
"6113","madder",-0.8
"6114","madly",0.75
"6115","madman",-0.75
"6116","madness",-1
"6117","mafia",-0.8
"6118","maggot",-0.6
"6119","magic",0.25
"6120","magical",0.75
"6121","magnanimous",0.6
"6122","magnanimously",0.6
"6123","magnet",0.4
"6124","magnetism",0.25
"6125","magnificence",0.75
"6126","magnificent",0.5
"6127","magnificently",0.8
"6128","maiden",0.25
"6129","maiming",-0.8
"6130","main",0.4
"6131","mainstay",0.4
"6132","maintaining",0.6
"6133","majestic",0.5
"6134","majesty",0.5
"6135","major",0.4
"6136","majoring",0.6
"6137","majority",0.25
"6138","maladjusted",-1
"6139","maladjustment",-1
"6140","malady",-0.5
"6141","malaise",-0.75
"6142","malaria",-1
"6143","malcontent",-1
"6144","malcontented",-1
"6145","malevolence",-1
"6146","malevolent",-0.75
"6147","malevolently",-1
"6148","malfeasance",-1
"6149","malformation",-1
"6150","malfunction",-1
"6151","malice",-0.5
"6152","malicious",-0.5
"6153","maliciously",-1
"6154","maliciousness",-1
"6155","malign",-0.5
"6156","malignancy",-1
"6157","malignant",-0.5
"6158","maligned",-1
"6159","malodorous",-1
"6160","malpractice",-1
"6161","maltreatment",-1
"6162","manage",0.4
"6163","manageable",0.8
"6164","management",0.4
"6165","mandatory",-0.6
"6166","maneuverable",0.8
"6167","mange",-0.8
"6168","mangle",-0.5
"6169","mangled",-1
"6170","mangles",-1
"6171","mangling",-1
"6172","mangy",-1
"6173","manhood",0.25
"6174","mania",-0.5
"6175","maniac",-0.5
"6176","maniacal",-0.5
"6177","manic",-0.5
"6178","manifested",0.25
"6179","manipulate",-0.5
"6180","manipulated",-0.6
"6181","manipulating",-0.8
"6182","manipulation",-1
"6183","manipulative",-0.5
"6184","manipulators",-0.8
"6185","mankind",0.4
"6186","manly",0.1
"6187","manmade",0.4
"6188","mannered",0.6
"6189","manners",0.1
"6190","manslaughter",-1
"6191","manufacturers",-0.25
"6192","manure",-0.6
"6193","mar",-0.5
"6194","marginal",-0.4
"6195","marginally",-0.4
"6196","marketable",0.8
"6197","markets",0.1
"6198","marriage",0.6
"6199","marrow",-0.4
"6200","marry",0.6
"6201","marrying",0.6
"6202","marshal",-0.25
"6203","marshes",-0.25
"6204","martial",-0.4
"6205","martyr",-0.4
"6206","martyrdom",-0.5
"6207","marvel",0.75
"6208","marveled",0.8
"6209","marvelous",1
"6210","marvelously",0.5
"6211","marvelousness",1
"6212","marvels",0.5
"6213","masculine",0.4
"6214","masculinity",-0.25
"6215","mashed",-0.25
"6216","masochism",-0.8
"6217","massacre",-0.5
"6218","massacres",-1
"6219","massage",0.5
"6220","masterful",1
"6221","masterfully",1
"6222","masterpiece",1
"6223","masterpieces",0.75
"6224","masters",0.1
"6225","mastery",0.25
"6226","masturbatory",-0.25
"6227","matchless",-0.6
"6228","mate",0.6
"6229","materialism",-0.6
"6230","materialist",-0.6
"6231","maternity",0.6
"6232","matrimony",0.6
"6233","matron",0.1
"6234","matted",-0.4
"6235","mature",0.75
"6236","maturely",1
"6237","maturity",1
"6238","mauled",-0.8
"6239","maw",-0.6
"6240","mawkish",-0.25
"6241","mawkishly",-0.25
"6242","mawkishness",-0.25
"6243","meadow",0.6
"6244","meager",-0.8
"6245","meandered",0.25
"6246","meandering",0.25
"6247","meanest",-1
"6248","meaningful",0.5
"6249","meaningless",-0.75
"6250","meanness",-1
"6251","measles",-0.8
"6252","measly",-0.5
"6253","measured",0.4
"6254","medal",0.25
"6255","meddle",-0.5
"6256","meddlesome",-1
"6257","mediation",-0.4
"6258","mediator",-0.4
"6259","mediocre",-0.75
"6260","mediocrity",-0.75
"6261","meditate",0.6
"6262","meditated",0.6
"6263","meditation",0.6
"6264","meditative",0.6
"6265","medley",0.6
"6266","melancholic",-1
"6267","melancholy",-0.75
"6268","melee",-0.4
"6269","melodrama",-0.25
"6270","melodramatic",-0.25
"6271","melodramatically",-0.25
"6272","meltdown",-0.75
"6273","memento",0.25
"6274","memorable",0.5
"6275","menace",-0.75
"6276","menaced",-0.8
"6277","menacing",-0.5
"6278","menacingly",-0.8
"6279","mendacious",-0.8
"6280","mendacity",-0.8
"6281","mending",0.25
"6282","menial",-0.5
"6283","mentor",0.8
"6284","mercenary",-0.25
"6285","merciful",0.5
"6286","mercifully",0.6
"6287","merciless",-0.5
"6288","mercilessly",-1
"6289","mercy",1
"6290","merit",0.75
"6291","meritorious",0.5
"6292","merrily",1
"6293","merriment",0.5
"6294","merriness",1
"6295","merry",1
"6296","mesmerize",0.4
"6297","mesmerized",0.25
"6298","mesmerizes",0.4
"6299","mesmerizing",0.6
"6300","mesmerizingly",0.6
"6301","mess",-0.75
"6302","messed",-0.5
"6303","messes",-0.8
"6304","messiah",1
"6305","messy",-0.5
"6306","metaphorical",0.25
"6307","metastasis",-0.6
"6308","methodical",-0.25
"6309","meticulous",0.25
"6310","meticulously",0.25
"6311","mettle",-0.8
"6312","midget",-0.25
"6313","midwesterner",0.25
"6314","mighty",0.75
"6315","mildew",-1
"6316","militancy",-0.8
"6317","mimicry",-0.6
"6318","mincing",-0.25
"6319","mindblowing",-0.25
"6320","mindfuck",-1
"6321","mindfucker",-1
"6322","mindful",1
"6323","mindfulness",1
"6324","mindless",-0.5
"6325","mindlessly",-1
"6326","minimize",-0.25
"6327","minority",-0.25
"6328","miracle",0.75
"6329","miracles",0.8
"6330","miraculous",0.5
"6331","miraculously",1
"6332","miraculousness",1
"6333","mirage",-0.25
"6334","mire",-0.5
"6335","mirth",0.5
"6336","mirthful",0.5
"6337","mirthfully",1
"6338","misalign",-1
"6339","misaligned",-1
"6340","misaligns",-1
"6341","misapprehend",-1
"6342","misbecome",-0.25
"6343","misbecoming",-0.25
"6344","misbegotten",-1
"6345","misbehave",-0.5
"6346","misbehaved",-1
"6347","misbehaves",-1
"6348","misbehaving",-1
"6349","misbehavior",-0.5
"6350","miscalculate",-0.8
"6351","miscalculated",-0.8
"6352","miscalculation",-0.8
"6353","miscarriage",-0.5
"6354","miscarriages",-0.8
"6355","mischief",-0.75
"6356","mischiefs",-0.8
"6357","mischievous",-0.5
"6358","mischievously",-0.8
"6359","misconception",-0.75
"6360","misconceptions",-0.8
"6361","misconduct",-1
"6362","miscreant",-1
"6363","miscreants",-1
"6364","misdirected",-0.8
"6365","misdirection",-0.8
"6366","miser",-1
"6367","miserable",-1
"6368","miserableness",-1
"6369","miserably",-0.5
"6370","miseries",-0.5
"6371","miserly",-1
"6372","misery",-0.75
"6373","misfit",-0.8
"6374","misfortune",-0.75
"6375","misfortunes",-1
"6376","misgiving",-0.5
"6377","misgivings",-1
"6378","misguidance",-1
"6379","misguide",-1
"6380","misguided",-0.75
"6381","mishandle",-0.8
"6382","mishap",-0.5
"6383","misinform",-1
"6384","misinformation",-0.5
"6385","misinformed",-0.5
"6386","misinterpret",-0.5
"6387","misinterpretation",-0.8
"6388","misinterpreted",-0.8
"6389","misjudge",-0.8
"6390","misjudgment",-0.8
"6391","mislaid",-0.8
"6392","mislead",-0.5
"6393","misleading",-1
"6394","misleadingly",-1
"6395","misled",-1
"6396","mismanage",-1
"6397","mismanagement",-1
"6398","mismatch",-0.8
"6399","misnomer",-0.8
"6400","misogynist",-1
"6401","misplace",-0.8
"6402","misplaced",-0.5
"6403","mispronounce",-0.25
"6404","mispronounced",-0.25
"6405","mispronounces",-0.25
"6406","misread",-0.75
"6407","misreading",-0.5
"6408","misreporting",-0.8
"6409","misrepresent",-0.5
"6410","misrepresentation",-0.75
"6411","misrepresented",-0.8
"6412","missed",-0.5
"6413","missing",-0.5
"6414","misstatement",-0.5
"6415","mist",-0.25
"6416","mistake",-0.75
"6417","mistaken",-1
"6418","mistakenly",-0.8
"6419","mistakes",-0.5
"6420","mistaking",-0.8
"6421","mistreated",-1
"6422","mistress",-0.5
"6423","mistrust",-0.5
"6424","mistrustful",-0.8
"6425","mistrustfully",-0.8
"6426","misunderstand",-0.75
"6427","misunderstanding",-0.75
"6428","misunderstandings",-0.8
"6429","misunderstands",-0.8
"6430","misunderstood",-0.75
"6431","misuse",-0.5
"6432","misused",-0.8
"6433","mite",-0.25
"6434","mites",-0.25
"6435","moan",-0.75
"6436","moaned",-0.25
"6437","moaning",-0.25
"6438","moans",-0.6
"6439","mob",-0.8
"6440","mobster",-1
"6441","mock",-0.75
"6442","mocked",-0.5
"6443","mockeries",-1
"6444","mockery",-0.5
"6445","mocking",-0.75
"6446","mockingly",-0.6
"6447","mocks",-0.5
"6448","model",0.4
"6449","moderate",0.4
"6450","moderator",0.4
"6451","modern",0.6
"6452","modest",0.75
"6453","modesty",0.5
"6454","moisture",-0.25
"6455","mole",-0.4
"6456","moles",-0.4
"6457","molest",-0.8
"6458","molestation",-0.75
"6459","mollified",0.4
"6460","molotov",-0.25
"6461","momentous",0.6
"6462","momentum",0.1
"6463","monetary",0.4
"6464","money",0.6
"6465","monopolist",-0.25
"6466","monopolize",-0.6
"6467","monopolized",-0.6
"6468","monopolizes",-0.6
"6469","monopolizing",-0.6
"6470","monotone",-0.6
"6471","monotonous",-0.8
"6472","monotony",-0.8
"6473","monsoon",-0.25
"6474","monster",-0.5
"6475","monstrosities",-1
"6476","monstrosity",-0.5
"6477","monstrous",-0.5
"6478","monstrously",-1
"6479","monument",0.6
"6480","monumental",0.8
"6481","monumentally",0.8
"6482","monuments",0.6
"6483","moody",-0.75
"6484","moot",-0.25
"6485","mope",-0.5
"6486","mopey",-1
"6487","moping",-1
"6488","moral",0.1
"6489","morality",0.5
"6490","morals",0.8
"6491","morbid",-0.5
"6492","morbidity",-1
"6493","morbidly",-1
"6494","mordant",-0.6
"6495","mordantly",-0.6
"6496","morgue",-0.8
"6497","moribund",-0.5
"6498","moron",-0.75
"6499","moronic",-0.5
"6500","morons",-0.5
"6501","morphed",-0.4
"6502","mortal",-0.25
"6503","mortality",-0.5
"6504","mortals",-0.25
"6505","mortar",-0.4
"6506","mortars",-0.4
"6507","mortgage",-0.4
"6508","mortgaged",-0.4
"6509","mortician",-0.6
"6510","mortification",-0.75
"6511","mortified",-1
"6512","mortify",-1
"6513","mortifying",-1
"6514","mortuary",-0.8
"6515","mosquito",-0.25
"6516","motherfucker",-1
"6517","motherfucking",-1
"6518","motherhood",0.6
"6519","motherly",0.8
"6520","motionless",-0.4
"6521","motivate",0.8
"6522","motivated",0.5
"6523","motivating",1
"6524","motivation",0.8
"6525","motivators",0.8
"6526","motley",-0.25
"6527","mottled",-0.4
"6528","mountaintops",0.6
"6529","mourn",-1
"6530","mourned",-0.8
"6531","mourner",-1
"6532","mournful",-1
"6533","mournfully",-1
"6534","mourning",-0.5
"6535","mourns",-1
"6536","muck",-0.5
"6537","mud",-0.25
"6538","muddle",-0.25
"6539","muddled",-0.25
"6540","muddy",-0.25
"6541","mudslinger",-0.8
"6542","mudslinging",-0.8
"6543","mulish",-0.8
"6544","multiplying",-0.25
"6545","multipurpose",0.6
"6546","mumble",-0.6
"6547","mumps",-0.8
"6548","mundane",-1
"6549","mural",0.1
"6550","murder",-0.75
"6551","murdered",-1
"6552","murderer",-1
"6553","murderess",-1
"6554","murdering",-1
"6555","murderous",-1
"6556","murderously",-1
"6557","murders",-1
"6558","murky",-0.75
"6559","murmur",-0.25
"6560","muscular",0.6
"6561","mushy",-0.25
"6562","music",0.6
"6563","musical",0.6
"6564","musty",-0.5
"6565","mutant",-0.25
"6566","mutilated",-1
"6567","mutilation",-1
"6568","mutiny",-1
"6569","mutter",-0.5
"6570","mutual",0.6
"6571","muzzle",-0.5
"6572","myopia",-0.6
"6573","mysterious",-0.4
"6574","mysteriously",-0.5
"6575","mystery",-0.4
"6576","mystify",-0.25
"6577","myth",-0.25
"6578","naive",-0.25
"6579","nab",-0.6
"6580","nadir",-0.25
"6581","nag",-0.75
"6582","nagging",-1
"6583","naive",-0.75
"6584","naively",-0.5
"6585","nameless",-0.25
"6586","nap",0.1
"6587","narcotic",-0.8
"6588","nastiest",-1
"6589","nastily",-1
"6590","nastiness",-1
"6591","nasty",-1
"6592","natural",0.6
"6593","naturalist",0.6
"6594","naughty",-0.5
"6595","nausea",-0.5
"6596","nauseate",-1
"6597","nauseated",-1
"6598","nauseates",-1
"6599","nauseating",-0.5
"6600","nauseatingly",-1
"6601","nauseous",-1
"6602","navigable",0.75
"6603","neat",0.8
"6604","neatest",0.8
"6605","neatly",0.5
"6606","nectar",0.6
"6607","needless",-0.6
"6608","needlessly",-0.6
"6609","needy",-1
"6610","nefarious",-0.5
"6611","nefariously",-1
"6612","negate",-0.8
"6613","negation",-0.25
"6614","negative",-0.75
"6615","negatives",-0.8
"6616","negativity",-0.5
"6617","neglect",-0.75
"6618","neglected",-0.75
"6619","neglecting",-0.25
"6620","neglects",-0.8
"6621","negligence",-0.5
"6622","negligent",-0.75
"6623","negligently",-1
"6624","negotiate",-0.4
"6625","negotiator",-0.4
"6626","neighbor",0.4
"6627","nemesis",-1
"6628","nepotism",-0.5
"6629","nerve",-0.4
"6630","nerves",-0.4
"6631","nervous",-0.75
"6632","nervously",-0.5
"6633","nervousness",-0.5
"6634","nervy",-0.4
"6635","nested",0.4
"6636","nestle",0.6
"6637","nettlesome",-0.4
"6638","neurosis",-0.8
"6639","neurotic",-0.5
"6640","neurotically",-0.8
"6641","new",0.8
"6642","newswoman",0.25
"6643","nibbles",-0.25
"6644","nibbling",-0.25
"6645","nice",0.5
"6646","nicely",1
"6647","nicer",1
"6648","nicest",1
"6649","nicotine",-0.25
"6650","nifty",0.5
"6651","nigger",-0.75
"6652","niggle",-0.25
"6653","niggles",-0.25
"6654","nightmare",-0.75
"6655","nightmares",-1
"6656","nightmarish",-1
"6657","nightmarishly",-0.25
"6658","nightsticks",-0.6
"6659","nihilism",-0.8
"6660","nimble",0.4
"6661","nipples",-0.25
"6662","nirvana",0.8
"6663","nitpick",-1
"6664","nitpicking",-1
"6665","nobel",1
"6666","nobility",0.1
"6667","noble",0.75
"6668","nobleman",0.6
"6669","nobly",1
"6670","noisy",-0.75
"6671","nomination",0.6
"6672","nonbelievers",-0.6
"6673","noncompliance",-0.8
"6674","nonexistent",-0.6
"6675","nonresponsive",-0.8
"6676","nonsense",-0.75
"6677","nonsensical",-0.8
"6678","nonviolence",0.8
"6679","nonviolent",0.8
"6680","noose",-0.5
"6681","normalcy",0.6
"6682","normality",0.6
"6683","nosey",-0.25
"6684","nostalgic",0.4
"6685","nosy",-0.25
"6686","notable",0.6
"6687","notables",0.6
"6688","notably",0.6
"6689","noted",0.6
"6690","noteworthy",0.8
"6691","nothingness",-0.25
"6692","notoriety",0.25
"6693","notorious",-0.75
"6694","notoriously",-0.4
"6695","nourish",0.8
"6696","nourishing",0.8
"6697","nourishment",0.25
"6698","novel",0.1
"6699","novelty",0.5
"6700","novice",-0.25
"6701","noxious",-0.75
"6702","nuclear",-0.4
"6703","nuisance",-0.5
"6704","nullify",-0.6
"6705","numb",-0.75
"6706","numbed",-0.6
"6707","numbly",-0.25
"6708","numbness",-0.6
"6709","nurse",-0.25
"6710","nursed",0.25
"6711","nursery",0.6
"6712","nurture",0.8
"6713","nurturing",0.5
"6714","nutcase",-1
"6715","nuthouse",-1
"6716","nutritious",1
"6717","nuts",-0.25
"6718","nuzzled",0.4
"6719","nuzzling",0.25
"6720","nymphs",0.4
"6721","oaf",-1
"6722","oasis",0.5
"6723","oath",0.4
"6724","obedience",0.25
"6725","obese",-0.75
"6726","obesity",-0.6
"6727","obit",-0.25
"6728","obituary",-0.6
"6729","objection",-0.25
"6730","objectionable",-0.5
"6731","objections",-0.6
"6732","objective",0.4
"6733","obligated",-0.4
"6734","oblige",-0.1
"6735","obliging",-0.25
"6736","oblique",-0.4
"6737","obliterate",-0.75
"6738","obliterated",-0.75
"6739","obliteration",-1
"6740","oblivion",-0.8
"6741","oblivious",-0.6
"6742","obnoxious",-0.75
"6743","obnoxiously",-1
"6744","obscene",-1
"6745","obscenely",-1
"6746","obscenity",-0.5
"6747","obscure",-0.6
"6748","obscured",-0.6
"6749","obscures",-0.6
"6750","obscurity",-0.5
"6751","observant",0.6
"6752","observatories",0.4
"6753","obsess",-0.4
"6754","obsessed",-0.4
"6755","obsessing",-0.6
"6756","obsession",-0.4
"6757","obsessions",-0.4
"6758","obsessive",-0.5
"6759","obsessively",-0.6
"6760","obsessiveness",-0.6
"6761","obsolete",-0.5
"6762","obstacle",-0.75
"6763","obstacles",-0.8
"6764","obstinate",-0.75
"6765","obstinately",-0.8
"6766","obstruct",-0.5
"6767","obstructed",-0.8
"6768","obstructing",-0.8
"6769","obstruction",-0.5
"6770","obstructive",-0.25
"6771","obstructs",-0.8
"6772","obtainable",0.5
"6773","obtained",0.8
"6774","obtaining",0.8
"6775","obtrusive",-1
"6776","obtuse",-0.5
"6777","occlude",-0.6
"6778","occluded",-0.6
"6779","occludes",-0.6
"6780","occluding",-0.6
"6781","occult",-0.8
"6782","occupation",0.1
"6783","occupy",0.25
"6784","odd",-0.25
"6785","odder",-0.6
"6786","oddest",-0.5
"6787","oddities",-0.6
"6788","oddity",-0.5
"6789","oddly",-0.6
"6790","odious",-1
"6791","offence",-0.8
"6792","offend",-0.75
"6793","offended",-0.75
"6794","offender",-0.75
"6795","offending",-0.5
"6796","offends",-0.5
"6797","offense",-0.5
"6798","offenses",-0.8
"6799","offensive",-0.5
"6800","offensively",-1
"6801","offensiveness",-1
"6802","offer",0.1
"6803","offhand",-0.25
"6804","officious",-0.4
"6805","offset",-0.25
"6806","ogre",-0.8
"6807","oiled",-0.25
"6808","oligarchy",-0.25
"6809","omelets",0.4
"6810","omen",-0.8
"6811","ominous",-0.5
"6812","ominously",-1
"6813","ominousness",-1
"6814","omission",-0.6
"6815","omit",-0.25
"6816","omniscient",-0.25
"6817","onerous",-0.5
"6818","onerously",-1
"6819","onesided",-0.25
"6820","onslaught",-1
"6821","onus",-0.25
"6822","ooze",-0.25
"6823","openly",0.6
"6824","openness",0.5
"6825","opiate",-0.8
"6826","opinionated",-0.5
"6827","opium",-0.8
"6828","opponent",-0.5
"6829","opportune",1
"6830","opportunistic",-0.4
"6831","opportunities",1
"6832","opportunity",0.5
"6833","oppose",-0.5
"6834","opposed",-0.8
"6835","opposition",-0.5
"6836","oppositions",-1
"6837","oppress",-0.5
"6838","oppressed",-1
"6839","oppression",-0.5
"6840","oppressive",-0.75
"6841","oppressively",-1
"6842","oppressiveness",-1
"6843","oppressor",-1
"6844","oppressors",-1
"6845","optimal",1
"6846","optimism",1
"6847","optimist",0.5
"6848","optimistic",0.5
"6849","option",0.4
"6850","optional",0.25
"6851","optionless",-0.8
"6852","opulent",0.8
"6853","oracle",0.4
"6854","oration",0.4
"6855","ordained",0.6
"6856","ordeal",-0.5
"6857","orderly",0.5
"6858","ordination",0.6
"6859","ordnance",-0.25
"6860","organic",0.4
"6861","organics",0.4
"6862","organization",0.4
"6863","organize",0.4
"6864","organized",0.6
"6865","orgasm",0.5
"6866","originality",0.5
"6867","ornamented",0.6
"6868","ornate",0.8
"6869","orneriness",-0.25
"6870","orphan",-0.5
